test_name,test_status,test_result
parmcmisc_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmisc_ssn_continuity,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmemsram_ssn_continuity,PASS,PASS
parmcmse_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmse_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmse_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmse_ssn_continuity,PASS,PASS
parmcmisc_atspeed_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_atspeed_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmse_atspeed_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmse_atspeed_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
pardfi_ssn_continuity,PASS,PASS
pardfi_ijtag_basic_tap_tests_reset,PASS,PASS
pardfi_ijtag_basic_tap_tests_rw_access,PASS,PASS
pardfi_icl_verify_dft,PASS,PASS
pardfi_ijtag_basic_tap_tests_continuity,PASS,PASS
parmemsram_icl_verify_dft,PASS,PASS
parmcmisc_icl_verify_dft,PASS,PASS
parmemphy_ijtag_basic_tap_tests_rw_access,FAIL,"Fail, RequiredText not found"
parmcmse_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmcmse_icl_verify_dft,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_continuity,PASS,PASS
parmemsram_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmemphy_ijtag_basic_tap_tests_reset,FAIL,"Fail, RequiredText not found"
parmcmse_ijtag_basic_tap_tests_reset,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_reset,FAIL,Error between simulated and expected patterns
parmcmse_ijtag_basic_tap_tests_continuity,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_rw_access,FAIL,Error between simulated and expected patterns
parmemsram_ijtag_basic_tap_tests_reset,PASS,PASS
parmemsram_ijtag_basic_tap_tests_continuity,PASS,PASS
parmemphy_ijtag_basic_tap_tests_continuity,FAIL,"Fail, RequiredText not found"
parmccore_ssn_continuity,PASS,PASS
parmccore_ijtag_basic_tap_tests_continuity,PASS,PASS
parmccore_ijtag_basic_tap_tests_reset,PASS,PASS
parmccore_icl_verify_dft,PASS,PASS
parmccore_ijtag_basic_tap_tests_rw_access,PASS,PASS
