test_name,test_status,test_result
parmemphy_ijtag_basic_tap_tests_rw_access,FAIL,"Fail, RequiredText not found"
pardfi_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmemsram_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmemsram_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
pardfi_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
pardfi_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_loopback,PASS,PASS
pardfi_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmemsram_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_rw_access,FAIL,Error between simulated and expected patterns
parmcmse_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmccore_ijtag_basic_tap_tests_rw_access,PASS,PASS
pardfi_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmccore_ssn_continuity,PASS,PASS
parmccore_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmse_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmemsram_atspeed_edt_bypass_low_internal_serial_scan,PASS,PASS
parmccore_atspeed_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmemsram_ijtag_basic_tap_tests_reset,PASS,PASS
pardfi_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmemphy_ijtag_basic_tap_tests_reset,FAIL,"Fail, RequiredText not found"
parmcmse_ijtag_basic_tap_tests_reset,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_reset,FAIL,Error between simulated and expected patterns
parmccore_ijtag_basic_tap_tests_continuity,PASS,PASS
parmccore_ijtag_basic_tap_tests_reset,PASS,PASS
parmccore_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_atspeed_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
pardfi_atspeed_edt_bypass_low_internal_serial_scan,PASS,PASS
pardfi_ijtag_basic_tap_tests_reset,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmemsram_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmcmisc_icl_verify_dft,PASS,PASS
pardfi_ssn_continuity,PASS,PASS
pardfi_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
memstack_ijtag_basic_tap_tests_reset,FAIL,Error between simulated and expected patterns
parmccore_atspeed_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmccore_icl_verify_dft,PASS,PASS
parmemsram_ssn_continuity,PASS,PASS
parmemsram_icl_verify_dft,PASS,PASS
parmemsram_stuckat_edt_edt_low_internal_loopback,PASS,PASS
memstack_ijtag_basic_tap_tests_rw_access,FAIL,Error between simulated and expected patterns
parmcmse_icl_verify_dft,PASS,PASS
pardfi_icl_verify_dft,PASS,PASS
parmemsram_ijtag_basic_tap_tests_continuity,PASS,PASS
parmcmse_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_ssn_continuity,PASS,PASS
parmcmse_ijtag_basic_tap_tests_continuity,PASS,PASS
parmemphy_ijtag_basic_tap_tests_continuity,FAIL,"Fail, RequiredText not found"
parmcmse_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_continuity,PASS,PASS
parmcmisc_ssn_continuity,PASS,PASS
pardfi_ijtag_basic_tap_tests_continuity,PASS,PASS
parmcmisc_atspeed_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmse_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmse_atspeed_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmse_atspeed_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmccore_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
memstack_ijtag_basic_tap_tests_continuity,PASS,PASS
