test_name,test_status,test_result
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
phy_cluster_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_ijtag_basic_tap_tests_user_defined,FAIL,"Fail, RequiredText not found"
parmcmisc_ijtag_basic_tap_tests_user_defined,PASS,PASS
pardfi_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
parmcmisc_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
phy_cluster_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmccore_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
pardfi_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
memstack_mc_cluster_parmccore_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
memstack_pardfi_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
memstack_mc_cluster_parmcmisc_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
memstack_phy_cluster_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
memstack_mc_cluster_parmcmse_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
memstack_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
