test_name,test_status,test_result
parmcmse_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmemphy_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,FAIL,"Fail, RequiredText not found"
pardfi_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
pardfi_pardfi_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmcmisc_parmcmisc_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmemsram_parmemsram_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmcmisc_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmcmse_parmcmse_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmemsram_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmemsram_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmse_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_atspeed_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_atspeed_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_atspeed_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_atspeed_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmemsram_atspeed_edt_bypass_low_internal_serial_scan,PASS,PASS
parmemsram_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_parmccore_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmccore_atspeed_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmccore_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmccore_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmccore_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmccore_atspeed_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmemphy_ijtag_basic_tap_tests_rw_access,FAIL,"Fail, RequiredText not found"
parmcmse_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmemsram_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_rw_access,FAIL,Error between simulated and expected patterns
pardfi_ijtag_basic_tap_tests_rw_access,FAIL,Error between simulated and expected patterns
parmccore_ijtag_basic_tap_tests_rw_access,PASS,PASS
memstack_ijtag_basic_tap_tests_rw_access,FAIL,Error between simulated and expected patterns
