test_name,test_status,test_result
parmemsram_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmemsram_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,FAIL,Error between simulated and expected patterns
parmemsram_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
memstack_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
parmemsram_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,FAIL,Error between simulated and expected patterns
parmemsram_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
memstack_mc_cluster_parmcmisc_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
parmcmisc_ijtag_basic_tap_tests_user_defined,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
pardfi_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmse_parmcmse_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmcmse_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmcmisc_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmemsram_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,FAIL,Error between simulated and expected patterns
pardfi_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmcmse_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmemsram_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,FAIL,Error between simulated and expected patterns
parmccore_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
pardfi_stuckat_edt_edt_low_internal_sih_serial_scan,FAIL,Error between simulated and expected patterns
pardfi_stuckat_edt_edt_low_internal_sih_serial_chain,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
pardfi_atspeed_edt_edt_low_internal_sih_serial_chain,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmse_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
memstack_pardfi_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
pardfi_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmemsram_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
pardfi_atspeed_edt_edt_low_internal_sih_loopback,PASS,PASS
parmcmisc_parmcmisc_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
pardfi_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
pardfi_ijtag_basic_tap_tests_user_defined,PASS,PASS
parmcmse_ijtag_basic_tap_tests_user_defined,FAIL,"Fail, RequiredText not found"
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
memstack_phy_cluster_parmemsram_ijtag_basic_tap_tests_rw_access,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
pardfi_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
memstack_phy_cluster_parmemsram_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
pardfi_stuckat_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
memstack_mc_cluster_parmcmse_ijtag_basic_tap_tests_user_defined,FAIL,Error between simulated and expected patterns
