test_name,test_status,test_result
parmccore_ssn_continuity,PASS,PASS
pardfi_stuckat_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
pardfi_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_user_defined,PASS,PASS
parmcmse_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
pardfi_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
parmcmse_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmse_ijtag_basic_tap_tests_user_defined,FAIL,"Fail, RequiredText not found"
pardfi_stuckat_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmemsram_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmemsram_stuckat_edt_edt_low_internal_loopback,PASS,PASS
pardfi_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
memstack_ijtag_basic_tap_tests_continuity,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmccore_parmccore_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
