test_name,test_status,test_result
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
pardfi_stuckat_edt_edt_low_internal_sih_loopback,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_sih_serial_scan,PASS,PASS
phy_cluster_stuckat_edt_bypass_low_internal_loopback,FAIL,"ERROR:  Clock period error detected, simulation aborted."
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
phy_cluster_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
memstack_ijtag_basic_tap_tests_reset,PASS,PASS
parmccore_parmccore_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmccore_atspeed_edt_edt_low_internal_loopback,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_bypass_low_internal_loopback,PASS,PASS
parmcmse_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
phy_cluster_icl_verify_dft,PASS,PASS
parmcmisc_icl_verify_dft,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_bypass_low_internal_loopback,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
phy_cluster_memstack_retarget_stuckat_edt_edt_low_internal_loopback,PASS,PASS
parmcmisc_memstack_retarget_stuckat_edt_bypass_low_internal_loopback,PASS,PASS
parmcmse_memstack_retarget_stuckat_edt_bypass_low_internal_loopback,PASS,PASS
phy_cluster_memstack_retarget_atspeed_edt_edt_low_internal_loopback,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmisc_atspeed_edt_edt_low_internal_loopback,PASS,PASS
parmcmisc_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_memstack_retarget_stuckat_edt_bypass_low_internal_loopback,PASS,PASS
parmcmisc_atspeed_edt_edt_low_internal_sih_loopback,PASS,PASS
parmccore_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
pardfi_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
pardfi_memstack_retarget_stuckat_edt_bypass_low_internal_serial_scan,FAIL,Error between simulated and expected patterns
parmccore_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
pardfi_memstack_retarget_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
